tid	seat	row	section_name	venue_name
5019	16	14	Dress Circle	Vogue Theatre
5020	7	12	Dress Circle	Vogue Theatre
5021	5	27	Orchestra	Vogue Theatre
5022	10	27	Orchestra	Vogue Theatre
5023	10	1	Dress Circle	Vogue Theatre
5024	9	7	Dress Circle	Vogue Theatre
5025	10	8	Orchestra	Vogue Theatre
5026	16	6	Dress Circle	Vogue Theatre
5027	10	4	Orchestra	Vogue Theatre
5028	25	13	Dress Circle	Vogue Theatre
5029	6	8	Orchestra	Vogue Theatre
5030	1	12	Orchestra	Vogue Theatre
5031	15	19	Orchestra	Vogue Theatre
5032	9	5	Orchestra	Vogue Theatre
5033	7	10	Upper Circle	Vogue Theatre
5034	24	11	Dress Circle	Vogue Theatre
5035	4	21	Orchestra	Vogue Theatre
5036	4	5	Upper Circle	Vogue Theatre
5037	15	1	Orchestra	Vogue Theatre
5038	5	7	Orchestra	Vogue Theatre
5039	24	5	Dress Circle	Vogue Theatre
5040	5	4	Dress Circle	Vogue Theatre
5041	25	20	Orchestra	Vogue Theatre
5042	24	5	Orchestra	Vogue Theatre
5043	9	4	Orchestra	Vogue Theatre
5044	9	1	Upper Circle	Vogue Theatre
5045	18	3	Dress Circle	Vogue Theatre
5046	14	19	Orchestra	Vogue Theatre
5047	20	3	Upper Circle	Vogue Theatre
5048	12	1	Dress Circle	Vogue Theatre
5049	1	4	Orchestra	Vogue Theatre
5050	12	16	Orchestra	Vogue Theatre
5051	23	7	Orchestra	Vogue Theatre
5052	1	21	Orchestra	Vogue Theatre
5053	7	8	Upper Circle	Vogue Theatre
5054	23	11	Dress Circle	Vogue Theatre
5055	21	21	Orchestra	Vogue Theatre
5056	1	14	Orchestra	Vogue Theatre
5057	12	7	Upper Circle	Vogue Theatre
5058	20	20	Orchestra	Vogue Theatre
5059	10	26	Orchestra	Vogue Theatre
5060	17	7	Orchestra	Vogue Theatre
5061	17	20	Orchestra	Vogue Theatre
5062	1	9	Dress Circle	Vogue Theatre
5063	9	15	Orchestra	Vogue Theatre
5064	6	3	Upper Circle	Vogue Theatre
5065	20	5	Orchestra	Vogue Theatre
5066	19	6	Dress Circle	Vogue Theatre
5067	7	5	Orchestra	Vogue Theatre
5068	18	8	Dress Circle	Vogue Theatre
5069	18	13	Orchestra	Vogue Theatre
5070	24	25	Orchestra	Vogue Theatre
5071	20	7	Orchestra	Vogue Theatre
5072	15	10	Orchestra	Vogue Theatre
5073	23	20	Orchestra	Vogue Theatre
5074	7	1	Upper Circle	Vogue Theatre
5075	10	14	Dress Circle	Vogue Theatre
5076	1	9	Upper Circle	Vogue Theatre
5077	13	20	Orchestra	Vogue Theatre
5078	11	6	Upper Circle	Vogue Theatre
5079	11	8	Upper Circle	Vogue Theatre
5080	5	10	Dress Circle	Vogue Theatre
5081	24	9	Orchestra	Vogue Theatre
5082	2	13	Dress Circle	Vogue Theatre
5083	18	11	Dress Circle	Vogue Theatre
5084	21	9	Dress Circle	Vogue Theatre
5085	10	19	Orchestra	Vogue Theatre
5086	3	3	Dress Circle	Vogue Theatre
5087	23	9	Upper Circle	Vogue Theatre
5088	7	9	Orchestra	Vogue Theatre
5089	9	22	Orchestra	Vogue Theatre
5090	16	19	Orchestra	Vogue Theatre
5091	10	9	Upper Circle	Vogue Theatre
5092	21	9	Upper Circle	Vogue Theatre
5093	9	14	Orchestra	Vogue Theatre
5094	1	17	Orchestra	Vogue Theatre
5095	12	7	Dress Circle	Vogue Theatre
5096	11	10	Dress Circle	Vogue Theatre
5097	12	7	Orchestra	Vogue Theatre
5098	6	17	Orchestra	Vogue Theatre
5099	21	26	Orchestra	Vogue Theatre
5100	1	26	Orchestra	Vogue Theatre
5101	8	7	Upper Circle	Vogue Theatre
5102	13	17	Orchestra	Vogue Theatre
5103	19	14	Dress Circle	Vogue Theatre
5104	3	9	Orchestra	Vogue Theatre
5105	2	14	Dress Circle	Vogue Theatre
5106	2	21	Orchestra	Vogue Theatre
5107	15	9	Dress Circle	Vogue Theatre
5108	6	7	Orchestra	Vogue Theatre
5109	13	22	Orchestra	Vogue Theatre
5110	14	4	Orchestra	Vogue Theatre
5111	19	10	Orchestra	Vogue Theatre
5112	6	12	Orchestra	Vogue Theatre
5113	10	13	Orchestra	Vogue Theatre
5114	12	3	Upper Circle	Vogue Theatre
5115	8	6	Orchestra	Vogue Theatre
5116	14	9	Dress Circle	Vogue Theatre
5117	10	15	Orchestra	Vogue Theatre
5118	8	9	Orchestra	Vogue Theatre
5119	16	5	Orchestra	Vogue Theatre
5120	7	4	Dress Circle	Vogue Theatre
5121	13	13	Dress Circle	Vogue Theatre
5122	11	17	Orchestra	Vogue Theatre
5123	11	7	Orchestra	Vogue Theatre
5124	7	18	Orchestra	Vogue Theatre
5125	25	4	Dress Circle	Vogue Theatre
5126	14	14	Orchestra	Vogue Theatre
5127	21	11	Orchestra	Vogue Theatre
5128	20	12	Dress Circle	Vogue Theatre
5129	9	23	Orchestra	Vogue Theatre
5130	11	22	Orchestra	Vogue Theatre
5131	9	13	Orchestra	Vogue Theatre
5132	24	22	Orchestra	Vogue Theatre
5133	4	8	Upper Circle	Vogue Theatre
5134	25	22	Orchestra	Vogue Theatre
5135	4	1	Dress Circle	Vogue Theatre
5136	6	28	Orchestra	Vogue Theatre
5137	12	1	Upper Circle	Vogue Theatre
5138	15	15	Orchestra	Vogue Theatre
5139	11	4	Dress Circle	Vogue Theatre
5140	11	5	Dress Circle	Vogue Theatre
5141	1	23	Orchestra	Vogue Theatre
5142	18	3	Upper Circle	Vogue Theatre
5143	4	16	Orchestra	Vogue Theatre
5144	25	7	Dress Circle	Vogue Theatre
5145	23	26	Orchestra	Vogue Theatre
5146	12	4	Orchestra	Vogue Theatre
5147	21	24	Orchestra	Vogue Theatre
5148	4	8	Orchestra	Vogue Theatre
5149	2	6	Dress Circle	Vogue Theatre
5150	17	13	Orchestra	Vogue Theatre
5151	8	17	Orchestra	Vogue Theatre
5152	14	1	Dress Circle	Vogue Theatre
5153	11	1	Dress Circle	Vogue Theatre
5154	16	2	Orchestra	Vogue Theatre
5155	10	3	Orchestra	Vogue Theatre
5156	20	2	Orchestra	Vogue Theatre
5157	6	15	Orchestra	Vogue Theatre
5158	15	18	Orchestra	Vogue Theatre
5159	3	11	Dress Circle	Vogue Theatre
5160	5	5	Dress Circle	Vogue Theatre
5161	15	4	Upper Circle	Vogue Theatre
5162	12	8	Upper Circle	Vogue Theatre
5163	13	2	Dress Circle	Vogue Theatre
5164	21	27	Orchestra	Vogue Theatre
5165	5	2	Dress Circle	Vogue Theatre
5166	9	4	Upper Circle	Vogue Theatre
5167	2	10	Orchestra	Vogue Theatre
5168	16	21	Orchestra	Vogue Theatre
5169	6	13	Orchestra	Vogue Theatre
5170	2	7	Orchestra	Vogue Theatre
5171	3	11	Orchestra	Vogue Theatre
5172	17	6	Upper Circle	Vogue Theatre
5173	1	11	Orchestra	Vogue Theatre
5174	10	2	Upper Circle	Vogue Theatre
5175	22	6	Upper Circle	Vogue Theatre
5176	23	12	Orchestra	Vogue Theatre
5177	15	23	Orchestra	Vogue Theatre
5178	7	3	Dress Circle	Vogue Theatre
5179	16	3	Dress Circle	Vogue Theatre
5180	18	5	Orchestra	Vogue Theatre
5181	8	21	Orchestra	Vogue Theatre
5182	18	28	Orchestra	Vogue Theatre
5183	17	11	Dress Circle	Vogue Theatre
5184	8	14	Orchestra	Vogue Theatre
5185	14	8	Orchestra	Vogue Theatre
5186	24	28	Orchestra	Vogue Theatre
5187	24	15	Orchestra	Vogue Theatre
5188	23	4	Upper Circle	Vogue Theatre
5189	23	3	Orchestra	Vogue Theatre
5190	13	12	Dress Circle	Vogue Theatre
5191	22	23	Orchestra	Vogue Theatre
5192	17	8	Orchestra	Vogue Theatre
5193	1	10	Dress Circle	Vogue Theatre
5194	22	27	Orchestra	Vogue Theatre
5195	4	5	Orchestra	Vogue Theatre
5196	3	6	Orchestra	Vogue Theatre
5197	15	25	Orchestra	Vogue Theatre
5198	3	4	Upper Circle	Vogue Theatre
5199	11	3	Upper Circle	Vogue Theatre
5200	14	28	Orchestra	Vogue Theatre
5201	2	28	Orchestra	Vogue Theatre
5202	6	5	Orchestra	Vogue Theatre
5203	8	7	Orchestra	Vogue Theatre
5204	3	15	Orchestra	Vogue Theatre
5205	16	9	Upper Circle	Vogue Theatre
5206	5	11	Dress Circle	Vogue Theatre
5207	6	6	Orchestra	Vogue Theatre
5208	10	12	Dress Circle	Vogue Theatre
5209	11	20	Orchestra	Vogue Theatre
5210	22	11	Orchestra	Vogue Theatre
5211	20	9	Dress Circle	Vogue Theatre
5212	4	1	Upper Circle	Vogue Theatre
5213	12	13	Dress Circle	Vogue Theatre
5214	10	11	Dress Circle	Vogue Theatre
5215	25	26	Orchestra	Vogue Theatre
5216	12	23	Orchestra	Vogue Theatre
5217	23	5	Orchestra	Vogue Theatre
5218	22	1	Dress Circle	Vogue Theatre
5219	17	1	Orchestra	Vogue Theatre
5220	25	3	Orchestra	Vogue Theatre
5221	14	2	Orchestra	Vogue Theatre
5222	12	13	Orchestra	Vogue Theatre
5223	18	25	Orchestra	Vogue Theatre
5224	8	8	Dress Circle	Vogue Theatre
5225	13	8	Upper Circle	Vogue Theatre
5226	19	25	Orchestra	Vogue Theatre
5227	1	28	Orchestra	Vogue Theatre
5228	16	4	Dress Circle	Vogue Theatre
5229	3	7	Orchestra	Vogue Theatre
5230	15	7	Dress Circle	Vogue Theatre
5231	6	9	Upper Circle	Vogue Theatre
5232	22	8	Dress Circle	Vogue Theatre
5233	3	14	Dress Circle	Vogue Theatre
5234	14	3	Orchestra	Vogue Theatre
5235	15	5	Upper Circle	Vogue Theatre
5236	7	2	Upper Circle	Vogue Theatre
5237	3	20	Orchestra	Vogue Theatre
5238	3	19	Orchestra	Vogue Theatre
5239	3	14	Orchestra	Vogue Theatre
5240	22	9	Dress Circle	Vogue Theatre
5241	20	19	Orchestra	Vogue Theatre
5242	23	6	Orchestra	Vogue Theatre
5243	2	2	Upper Circle	Vogue Theatre
5244	6	7	Upper Circle	Vogue Theatre
5245	2	22	Orchestra	Vogue Theatre
5246	14	16	Orchestra	Vogue Theatre
5247	19	8	Orchestra	Vogue Theatre
5248	23	3	Dress Circle	Vogue Theatre
5249	16	6	Upper Circle	Vogue Theatre
5250	16	14	Orchestra	Vogue Theatre
5251	4	25	Orchestra	Vogue Theatre
5252	23	9	Dress Circle	Vogue Theatre
5253	6	4	Dress Circle	Vogue Theatre
5254	4	6	Upper Circle	Vogue Theatre
5255	6	18	Orchestra	Vogue Theatre
5256	17	21	Orchestra	Vogue Theatre
5257	19	2	Orchestra	Vogue Theatre
5258	10	3	Upper Circle	Vogue Theatre
5259	5	6	Upper Circle	Vogue Theatre
5260	3	10	Orchestra	Vogue Theatre
5261	13	24	Orchestra	Vogue Theatre
5262	11	3	Dress Circle	Vogue Theatre
5263	20	21	Orchestra	Vogue Theatre
5264	10	2	Dress Circle	Vogue Theatre
5265	21	28	Orchestra	Vogue Theatre
5266	3	1	Orchestra	Vogue Theatre
5267	18	6	Dress Circle	Vogue Theatre
5268	1	25	Orchestra	Vogue Theatre
5269	13	2	Upper Circle	Vogue Theatre
5270	11	13	Orchestra	Vogue Theatre
5271	17	11	Orchestra	Vogue Theatre
5272	8	7	Dress Circle	Vogue Theatre
5273	18	10	Dress Circle	Vogue Theatre
5274	18	12	Dress Circle	Vogue Theatre
5275	1	1	Orchestra	Vogue Theatre
5276	1	7	Dress Circle	Vogue Theatre
5277	3	3	Orchestra	Vogue Theatre
5278	24	7	Orchestra	Vogue Theatre
5279	25	15	Orchestra	Vogue Theatre
5280	19	13	Orchestra	Vogue Theatre
5281	21	3	Upper Circle	Vogue Theatre
5282	5	1	Dress Circle	Vogue Theatre
5283	20	28	Orchestra	Vogue Theatre
5284	3	25	Orchestra	Vogue Theatre
5285	15	3	Orchestra	Vogue Theatre
5286	15	2	Upper Circle	Vogue Theatre
5287	23	8	Upper Circle	Vogue Theatre
5288	2	19	Orchestra	Vogue Theatre
5289	14	7	Dress Circle	Vogue Theatre
5290	3	9	Dress Circle	Vogue Theatre
5291	2	2	Dress Circle	Vogue Theatre
5292	15	21	Orchestra	Vogue Theatre
5293	7	1	Orchestra	Vogue Theatre
5294	15	7	Upper Circle	Vogue Theatre
5295	25	9	Dress Circle	Vogue Theatre
5296	12	11	Orchestra	Vogue Theatre
5297	20	24	Orchestra	Vogue Theatre
5298	2	3	Orchestra	Vogue Theatre
5299	25	3	Dress Circle	Vogue Theatre
5300	19	5	Dress Circle	Vogue Theatre
5301	4	24	Orchestra	Vogue Theatre
5302	22	2	Orchestra	Vogue Theatre
5303	16	18	Orchestra	Vogue Theatre
5304	13	8	Orchestra	Vogue Theatre
5305	20	26	Orchestra	Vogue Theatre
5306	5	8	Dress Circle	Vogue Theatre
5307	11	7	Dress Circle	Vogue Theatre
5308	5	17	Orchestra	Vogue Theatre
5309	8	4	Dress Circle	Vogue Theatre
5310	16	12	Dress Circle	Vogue Theatre
5311	22	10	Dress Circle	Vogue Theatre
5312	14	21	Orchestra	Vogue Theatre
5313	1	6	Upper Circle	Vogue Theatre
5314	11	11	Dress Circle	Vogue Theatre
5315	17	6	Orchestra	Vogue Theatre
5316	2	1	Dress Circle	Vogue Theatre
5317	15	9	Orchestra	Vogue Theatre
5318	9	2	Orchestra	Vogue Theatre
5319	6	5	Dress Circle	Vogue Theatre
5320	15	12	Dress Circle	Vogue Theatre
5321	6	3	Orchestra	Vogue Theatre
5322	5	26	Orchestra	Vogue Theatre
5323	8	3	Orchestra	Vogue Theatre
5324	21	2	Dress Circle	Vogue Theatre
5325	16	1	Dress Circle	Vogue Theatre
5326	21	12	Orchestra	Vogue Theatre
5327	16	27	Orchestra	Vogue Theatre
5328	21	10	Orchestra	Vogue Theatre
5329	21	10	Upper Circle	Vogue Theatre
5330	17	22	Orchestra	Vogue Theatre
5331	5	28	Orchestra	Vogue Theatre
5332	5	24	Orchestra	Vogue Theatre
5333	11	8	Dress Circle	Vogue Theatre
5334	21	11	Dress Circle	Vogue Theatre
5335	18	13	Dress Circle	Vogue Theatre
5336	1	5	Orchestra	Vogue Theatre
5337	13	5	Upper Circle	Vogue Theatre
5338	9	3	Dress Circle	Vogue Theatre
5339	17	1	Dress Circle	Vogue Theatre
5340	19	16	Orchestra	Vogue Theatre
5341	8	1	Dress Circle	Vogue Theatre
5342	14	2	Dress Circle	Vogue Theatre
5343	18	4	Orchestra	Vogue Theatre
5344	13	6	Orchestra	Vogue Theatre
5345	10	6	Upper Circle	Vogue Theatre
5346	17	9	Dress Circle	Vogue Theatre
5347	25	10	Orchestra	Vogue Theatre
5348	19	7	Orchestra	Vogue Theatre
5349	1	4	Upper Circle	Vogue Theatre
5350	12	26	Orchestra	Vogue Theatre
5351	3	23	Orchestra	Vogue Theatre
5352	20	4	Orchestra	Vogue Theatre
5353	15	12	Orchestra	Vogue Theatre
5354	14	5	Dress Circle	Vogue Theatre
5355	12	17	Orchestra	Vogue Theatre
5356	23	11	Orchestra	Vogue Theatre
5357	10	2	Orchestra	Vogue Theatre
5358	24	10	Dress Circle	Vogue Theatre
5359	23	5	Upper Circle	Vogue Theatre
5360	13	25	Orchestra	Vogue Theatre
5361	2	4	Dress Circle	Vogue Theatre
5362	17	23	Orchestra	Vogue Theatre
5363	10	7	Orchestra	Vogue Theatre
5364	12	5	Upper Circle	Vogue Theatre
5365	6	8	Upper Circle	Vogue Theatre
5366	6	6	Dress Circle	Vogue Theatre
5367	21	2	Orchestra	Vogue Theatre
5368	4	2	Dress Circle	Vogue Theatre
5369	23	28	Orchestra	Vogue Theatre
5370	17	2	Dress Circle	Vogue Theatre
5371	22	1	Upper Circle	Vogue Theatre
5372	8	2	Dress Circle	Vogue Theatre
5373	15	24	Orchestra	Vogue Theatre
5374	3	13	Orchestra	Vogue Theatre
5375	13	9	Upper Circle	Vogue Theatre
5376	8	26	Orchestra	Vogue Theatre
5377	8	5	Dress Circle	Vogue Theatre
5378	18	26	Orchestra	Vogue Theatre
5379	22	1	Orchestra	Vogue Theatre
5380	5	6	Orchestra	Vogue Theatre
5381	9	8	Orchestra	Vogue Theatre
5382	3	10	Upper Circle	Vogue Theatre
5383	19	18	Orchestra	Vogue Theatre
5384	9	12	Orchestra	Vogue Theatre
5385	11	2	Orchestra	Vogue Theatre
5386	12	15	Orchestra	Vogue Theatre
5387	21	3	Orchestra	Vogue Theatre
5388	1	1	Dress Circle	Vogue Theatre
5389	4	3	Upper Circle	Vogue Theatre
5390	5	3	Orchestra	Vogue Theatre
5391	25	21	Orchestra	Vogue Theatre
5392	17	15	Orchestra	Vogue Theatre
5393	6	11	Orchestra	Vogue Theatre
5394	25	2	Orchestra	Vogue Theatre
5395	12	12	Orchestra	Vogue Theatre
5396	10	4	Dress Circle	Vogue Theatre
5397	13	1	Dress Circle	Vogue Theatre
5398	18	5	Dress Circle	Vogue Theatre
5399	6	20	Orchestra	Vogue Theatre
5400	11	24	Orchestra	Vogue Theatre
5401	8	27	Orchestra	Vogue Theatre
5402	13	12	Orchestra	Vogue Theatre
5403	1	16	Orchestra	Vogue Theatre
5404	13	11	Orchestra	Vogue Theatre
5405	2	7	Upper Circle	Vogue Theatre
5406	16	22	Orchestra	Vogue Theatre
5407	18	6	Orchestra	Vogue Theatre
5408	6	22	Orchestra	Vogue Theatre
5409	23	1	Upper Circle	Vogue Theatre
5410	18	6	Upper Circle	Vogue Theatre
5411	14	14	Dress Circle	Vogue Theatre
5412	23	6	Dress Circle	Vogue Theatre
5413	9	3	Orchestra	Vogue Theatre
5414	15	13	Orchestra	Vogue Theatre
5415	14	6	Upper Circle	Vogue Theatre
5416	15	20	Orchestra	Vogue Theatre
5417	15	7	Orchestra	Vogue Theatre
5418	5	3	Dress Circle	Vogue Theatre
5419	20	2	Upper Circle	Vogue Theatre
5420	19	7	Upper Circle	Vogue Theatre
5421	10	5	Upper Circle	Vogue Theatre
5422	12	5	Orchestra	Vogue Theatre
5423	6	16	Orchestra	Vogue Theatre
5424	23	5	Dress Circle	Vogue Theatre
5425	5	15	Orchestra	Vogue Theatre
5426	1	3	Dress Circle	Vogue Theatre
5427	14	9	Orchestra	Vogue Theatre
5428	21	4	Orchestra	Vogue Theatre
5429	19	11	Orchestra	Vogue Theatre
5430	16	26	Orchestra	Vogue Theatre
5431	24	19	Orchestra	Vogue Theatre
5432	1	22	Orchestra	Vogue Theatre
5433	7	28	Orchestra	Vogue Theatre
5434	5	13	Orchestra	Vogue Theatre
5435	24	8	Orchestra	Vogue Theatre
5436	21	5	Dress Circle	Vogue Theatre
5437	15	3	Dress Circle	Vogue Theatre
5438	24	4	Dress Circle	Vogue Theatre
5439	16	8	Dress Circle	Vogue Theatre
5440	5	14	Dress Circle	Vogue Theatre
5441	4	14	Dress Circle	Vogue Theatre
5442	6	4	Upper Circle	Vogue Theatre
5443	25	11	Dress Circle	Vogue Theatre
5444	18	1	Dress Circle	Vogue Theatre
5445	22	5	Orchestra	Vogue Theatre
5446	19	3	Upper Circle	Vogue Theatre
5447	24	7	Dress Circle	Vogue Theatre
5448	17	10	Upper Circle	Vogue Theatre
5449	3	27	Orchestra	Vogue Theatre
5450	4	5	Dress Circle	Vogue Theatre
5451	25	4	Orchestra	Vogue Theatre
5452	16	9	Orchestra	Vogue Theatre
5453	13	5	Orchestra	Vogue Theatre
5454	14	26	Orchestra	Vogue Theatre
5455	2	26	Orchestra	Vogue Theatre
5456	25	6	Orchestra	Vogue Theatre
5457	1	13	Dress Circle	Vogue Theatre
5458	3	1	Upper Circle	Vogue Theatre
5459	8	12	Orchestra	Vogue Theatre
5460	23	4	Dress Circle	Vogue Theatre
5461	17	12	Dress Circle	Vogue Theatre
5462	18	9	Dress Circle	Vogue Theatre
5463	25	5	Orchestra	Vogue Theatre
5464	9	2	Upper Circle	Vogue Theatre
5465	12	19	Orchestra	Vogue Theatre
5466	20	13	Dress Circle	Vogue Theatre
5467	2	20	Orchestra	Vogue Theatre
5468	10	4	Upper Circle	Vogue Theatre
5469	12	8	Dress Circle	Vogue Theatre
5470	25	14	Dress Circle	Vogue Theatre
5471	14	25	Orchestra	Vogue Theatre
5472	2	5	Dress Circle	Vogue Theatre
5473	5	14	Orchestra	Vogue Theatre
5474	6	25	Orchestra	Vogue Theatre
5475	7	21	Orchestra	Vogue Theatre
5476	16	15	Orchestra	Vogue Theatre
5477	23	14	Orchestra	Vogue Theatre
5478	22	11	Dress Circle	Vogue Theatre
5479	12	22	Orchestra	Vogue Theatre
5480	2	1	Upper Circle	Vogue Theatre
5481	8	8	Upper Circle	Vogue Theatre
5482	24	2	Orchestra	Vogue Theatre
5483	21	5	Upper Circle	Vogue Theatre
5484	17	4	Dress Circle	Vogue Theatre
5485	25	12	Orchestra	Vogue Theatre
5486	15	17	Orchestra	Vogue Theatre
5487	25	28	Orchestra	Vogue Theatre
5488	4	2	Orchestra	Vogue Theatre
5489	12	8	Orchestra	Vogue Theatre
5490	25	2	Dress Circle	Vogue Theatre
5491	25	8	Dress Circle	Vogue Theatre
5492	12	10	Dress Circle	Vogue Theatre
5493	9	9	Upper Circle	Vogue Theatre
5494	17	17	Orchestra	Vogue Theatre
5495	7	22	Orchestra	Vogue Theatre
5496	8	10	Dress Circle	Vogue Theatre
5497	17	19	Orchestra	Vogue Theatre
5498	8	3	Upper Circle	Vogue Theatre
5499	16	5	Dress Circle	Vogue Theatre
5500	4	6	Dress Circle	Vogue Theatre
5501	9	25	Orchestra	Vogue Theatre
5502	1	11	Dress Circle	Vogue Theatre
5503	16	10	Dress Circle	Vogue Theatre
5504	9	27	Orchestra	Vogue Theatre
5505	2	11	Orchestra	Vogue Theatre
5506	8	1	Orchestra	Vogue Theatre
5507	14	9	Upper Circle	Vogue Theatre
5508	4	14	Orchestra	Vogue Theatre
5509	8	23	Orchestra	Vogue Theatre
5510	6	9	Dress Circle	Vogue Theatre
5511	22	20	Orchestra	Vogue Theatre
5512	16	3	Orchestra	Vogue Theatre
5513	6	12	Dress Circle	Vogue Theatre
5514	11	26	Orchestra	Vogue Theatre
5515	24	3	Orchestra	Vogue Theatre
5516	2	6	Orchestra	Vogue Theatre
5517	6	13	Dress Circle	Vogue Theatre
5518	8	14	Dress Circle	Vogue Theatre
5519	7	17	Orchestra	Vogue Theatre
5520	8	25	Orchestra	Vogue Theatre
5521	6	10	Upper Circle	Vogue Theatre
5522	23	8	Orchestra	Vogue Theatre
5523	22	7	Upper Circle	Vogue Theatre
5524	5	4	Orchestra	Vogue Theatre
5525	12	6	Orchestra	Vogue Theatre
5526	21	4	Upper Circle	Vogue Theatre
5527	18	7	Orchestra	Vogue Theatre
5528	11	1	Orchestra	Vogue Theatre
5529	17	2	Upper Circle	Vogue Theatre
5530	12	14	Orchestra	Vogue Theatre
5531	2	18	Orchestra	Vogue Theatre
5532	22	14	Orchestra	Vogue Theatre
5533	10	6	Orchestra	Vogue Theatre
5534	21	7	Upper Circle	Vogue Theatre
5535	7	7	Dress Circle	Vogue Theatre
5536	17	10	Dress Circle	Vogue Theatre
5537	10	22	Orchestra	Vogue Theatre
5538	15	28	Orchestra	Vogue Theatre
5539	23	13	Orchestra	Vogue Theatre
5540	11	2	Dress Circle	Vogue Theatre
5541	14	11	Orchestra	Vogue Theatre
5542	13	7	Upper Circle	Vogue Theatre
5543	15	14	Orchestra	Vogue Theatre
5544	19	3	Orchestra	Vogue Theatre
5545	6	1	Dress Circle	Vogue Theatre
5546	14	20	Orchestra	Vogue Theatre
5547	22	6	Dress Circle	Vogue Theatre
5548	20	14	Orchestra	Vogue Theatre
5549	2	8	Dress Circle	Vogue Theatre
5550	8	2	Upper Circle	Vogue Theatre
5551	4	4	Dress Circle	Vogue Theatre
5552	23	2	Dress Circle	Vogue Theatre
5553	20	14	Dress Circle	Vogue Theatre
5554	13	1	Upper Circle	Vogue Theatre
5555	15	5	Dress Circle	Vogue Theatre
5556	4	3	Orchestra	Vogue Theatre
5557	21	7	Dress Circle	Vogue Theatre
5558	17	4	Upper Circle	Vogue Theatre
5559	24	14	Dress Circle	Vogue Theatre
5560	4	20	Orchestra	Vogue Theatre
5561	8	13	Dress Circle	Vogue Theatre
5562	16	10	Orchestra	Vogue Theatre
5563	4	22	Orchestra	Vogue Theatre
5564	20	3	Orchestra	Vogue Theatre
5565	15	8	Dress Circle	Vogue Theatre
5566	25	8	Orchestra	Vogue Theatre
5567	10	14	Orchestra	Vogue Theatre
5568	13	15	Orchestra	Vogue Theatre
5569	4	28	Orchestra	Vogue Theatre
5570	4	13	Orchestra	Vogue Theatre
5571	4	11	Dress Circle	Vogue Theatre
5572	15	6	Dress Circle	Vogue Theatre
5573	22	28	Orchestra	Vogue Theatre
5574	14	10	Orchestra	Vogue Theatre
5575	4	10	Orchestra	Vogue Theatre
5576	17	4	Orchestra	Vogue Theatre
5577	19	6	Orchestra	Vogue Theatre
5578	4	12	Dress Circle	Vogue Theatre
5579	21	6	Orchestra	Vogue Theatre
5580	19	6	Upper Circle	Vogue Theatre
5581	13	6	Dress Circle	Vogue Theatre
5582	23	4	Orchestra	Vogue Theatre
5583	8	22	Orchestra	Vogue Theatre
5584	5	6	Dress Circle	Vogue Theatre
5585	23	16	Orchestra	Vogue Theatre
5586	23	10	Dress Circle	Vogue Theatre
5587	5	20	Orchestra	Vogue Theatre
5588	12	21	Orchestra	Vogue Theatre
5589	1	3	Orchestra	Vogue Theatre
5590	7	20	Orchestra	Vogue Theatre
5591	3	17	Orchestra	Vogue Theatre
5592	20	8	Orchestra	Vogue Theatre
5593	3	28	Orchestra	Vogue Theatre
5594	3	12	Orchestra	Vogue Theatre
5595	22	8	Orchestra	Vogue Theatre
5596	2	15	Orchestra	Vogue Theatre
5597	8	13	Orchestra	Vogue Theatre
5598	12	6	Upper Circle	Vogue Theatre
5599	17	10	Orchestra	Vogue Theatre
5600	18	22	Orchestra	Vogue Theatre
5601	18	23	Orchestra	Vogue Theatre
5602	14	8	Dress Circle	Vogue Theatre
5603	17	1	Upper Circle	Vogue Theatre
5604	8	6	Dress Circle	Vogue Theatre
5605	2	12	Dress Circle	Vogue Theatre
5606	9	26	Orchestra	Vogue Theatre
5607	10	1	Upper Circle	Vogue Theatre
5608	11	19	Orchestra	Vogue Theatre
5609	7	6	Orchestra	Vogue Theatre
5610	3	8	Upper Circle	Vogue Theatre
5611	16	3	Upper Circle	Vogue Theatre
5612	25	6	Dress Circle	Vogue Theatre
5613	14	15	Orchestra	Vogue Theatre
5614	3	24	Orchestra	Vogue Theatre
5615	7	14	Dress Circle	Vogue Theatre
5616	10	24	Orchestra	Vogue Theatre
5617	6	4	Orchestra	Vogue Theatre
5618	5	10	Orchestra	Vogue Theatre
5619	18	12	Orchestra	Vogue Theatre
5620	2	24	Orchestra	Vogue Theatre
5621	24	18	Orchestra	Vogue Theatre
5622	13	28	Orchestra	Vogue Theatre
5623	22	9	Orchestra	Vogue Theatre
5624	20	12	Orchestra	Vogue Theatre
5625	10	16	Orchestra	Vogue Theatre
5626	14	3	Upper Circle	Vogue Theatre
5627	19	10	Upper Circle	Vogue Theatre
5628	18	8	Orchestra	Vogue Theatre
5629	6	14	Orchestra	Vogue Theatre
5630	5	13	Dress Circle	Vogue Theatre
5631	24	20	Orchestra	Vogue Theatre
5632	14	1	Orchestra	Vogue Theatre
5633	5	12	Dress Circle	Vogue Theatre
5634	14	17	Orchestra	Vogue Theatre
5635	18	5	Upper Circle	Vogue Theatre
5636	12	6	Dress Circle	Vogue Theatre
5637	19	8	Upper Circle	Vogue Theatre
5638	8	6	Upper Circle	Vogue Theatre
5639	18	9	Upper Circle	Vogue Theatre
5640	8	9	Dress Circle	Vogue Theatre
5641	22	7	Dress Circle	Vogue Theatre
